Mods count: 289
 
                                jar name                                  |    notes     |                mod id                 |                        mod name                        |         mod version          |                                                                                                                                                                                                                                                                                                                               mixin configs                                                                                                                                                                                                                                                                                                                               |              modrinth hash               | curseforge hash
Glodium-1.20-1.5-forge.jar                                                |              | glodium                               | Glodium                                                | 1.20-1.5-forge               |                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           | c7534db3248adfcf39a6158b423dfc9bfc99a378 | 3834018600     
GoProne-forge-1.20.1-3.1.1.jar                                            |              | goprone                               | GoProne                                                | 3.1.1                        |                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           | a50de2b05daa2481ca7886e4425b2c66c3946b8c | 3514657032     
grapplingHookMod-Reforged-1.2.jar                                         |              | grapplemod                            | Grappling Hook Mod                                     | 1.20.1-v13                   | grapplemod.mixins.json                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    | aa53625ab5e145c6aa196645335b062b37ae82da | 3324262533     
greate-0.0.80.jar                                                         |              | greate                                | Greate                                                 | 0.0.80                       | greate.mixin.json                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         | 078c789df5178f43ede89661d540e089000f3d92 | 3879644163     
gregtechterminals-6.8.5-fix.jar                                           |              | gtceuterminal                         | Gregtech Terminals                                     | 6.8.5-fix                    | gtceuterminal.mixins.json                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 | 50008666d4841d028b5e7104b3d0c8b559468c5e | 2918179724     
gtceu-1.20.1-7.5.3.jar                                                    |              | gtceu                                 | GregTech                                               | 7.5.3                        | gtceu.mixins.json, assets/gtceu/blockstates/reaction_safe_mixing_casing.json, assets/gtceu/models/block/reaction_safe_mixing_casing.json, assets/gtceu/models/item/reaction_safe_mixing_casing.json                                                                                                                                                                                                                                                                                                                                                                                                                                                                       | 2e9de016b74826d43f0d4e619a755e8ec0253784 | 1086363583     
    /META-INF/jarjar/Registrate-MC1.20-1.3.11.jar                         |              |                                       |                                                        |                              |                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           |                                          |                
    /META-INF/jarjar/configuration-forge-1.20.1-2.2.0.jar                 |              | configuration                         | Configuration                                          | 2.2.0                        | configuration.mixins.json                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 |                                          |                
    /META-INF/jarjar/ldlib-forge-1.20.1-1.0.40.b.jar                      |              | ldlib                                 | LowDragLib                                             | 1.0.40.b                     | ldlib-common.mixins.json, ldlib.mixins.json                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               |                                          |                
gtmoldraw-3.3.0.jar                                                       |              | moldraw                               | GregTech Molecule Drawings                             | 3.3.0                        | moldraw.mixins.json, mixins.moldraw.refmap.json                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           | 9666c36340ef77f8ef0b5e4bb9e019bebe4f9650 | 4045916259     
gtmutils-2.10.2.jar                                                       |              | gtmutils                              | GregTech Modern Utilities                              | 2.10.2                       | examplemod.mixins.json                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    | 13dc786b616ef44ba61c8e4d23d8090ff9164ca3 | 1175034475     
guideme-20.1.15.jar                                                       |              | guideme                               | GuideME                                                | 20.1.15                      | guideme.optional.mixins.json                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              | 3d432fc99cefcfd17a12635d2d220f09a069f1c7 | 2154667222     
HangGlider-v8.0.1-1.20.1-Forge.jar                                        |              | hangglider                            | Hang Glider                                            | 8.0.1                        | hangglider.common.mixins.json                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             | e4a5deeb545db6853ae4d668d0751228e641fc61 | 2214578654     
horsescanswim-1.0.1.jar                                                   |              | horsescanswim                         | Horses Can Swim                                        | 1.0.1                        |                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           | 9fa3a8acef83a37918fc38ca4d05a3211bc95a02 | 3166211669     
ihearttfc-1.20.1-1.0.2.jar                                                |              | ihearttfc                             | I <3 TFC                                               | 1.0.2                        | ihearttfc.mixins.json                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     | bc2d8febd3ddb7f5a0da5c840544ad49eb6e8625 | 726705548      
ImmediatelyFast-Forge-1.5.4+1.20.4.jar                                    |              | immediatelyfast                       | ImmediatelyFast                                        | 1.5.4+1.20.4                 | immediatelyfast-common.mixins.json, immediatelyfast-forge.mixins.json                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     | e2e60485a0c3efa72f1948c952b095150e3ba4fc | 4234781540     
    /META-INF/jars/Reflect-1.6.1+curseforge.jar                           |              |                                       |                                                        |                              |                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           |                                          |                
Immersive Vehicles-1.20.1-24.0.0.jar                                      |              | mts                                   | Immersive Vehicles (formerly MTS)                      | 24.0.0                       | mts.mixins.json                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           | efe6962bf0304eb7ac234daa75551bf8e30ef3b7 | 234051426      
immersive_aircraft-1.4.1+1.20.1-forge.jar                                 |              | immersive_aircraft                    | Immersive Aircraft                                     | 1.4.1+1.20.1                 | immersive_aircraft.mixins.json                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            | e0fcdfe54114d49b53b50514e5e2a2255a396f3f | 673618751      
    /META-INF/jars/MathParser.org-mXparser-5.2.1.jar                      |              |                                       |                                                        |                              |                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           |                                          |                
immersive_optimization-forge-1.20.1-0.2.0.jar                             |              | immersive_optimization                | Immersive Optimization                                 | 0.2.0                        | immersive_optimization.mixins.json                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        | d67ed8b1e1616349e486537a7f71e03353c0cdfd | 1383218248     
inventoryhud.forge.1.20.1-3.4.26.jar                                      |              | inventoryhud                          | Inventory HUD+                                         | 3.4.26                       |                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           | f0adda10a3d6549e6dfdffd41e72270c61c8a302 | 2730214996     
InventoryProfilesNext-forge-1.20-1.10.20.jar                              |              | inventoryprofilesnext                 | Inventory Profiles Next                                | 1.10.20                      | mixins.ipnext.json                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        | 979e74fa10b24a7d7c4d9aeb5824b80f4f9235cf | 2510845465     
iris_shader_folder-1.4.0-forge.jar                                        |              | iris_shader_folder                    | Iris Shader Folder                                     | 1.4.0-forge                  | iris_shader_folder.mixins.json, mixinextras.init.mixins.json                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              | b180c12f7dbdfdbd1bd16c9ed5026ad62f9b0ec8 | 2820728452     
IrisSearch-1.7.1-forge.jar                                                |              | iris_search                           | IrisSearch                                             | 1.7.1-forge                  | iris_search.mixins.json                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   | 27d0f06ffac87b22b5962aa8891f0dd58b08bc0a | 1009055436     
itemphysicguns-1.0.3-7686b43.jar                                          |              | itemphysicguns                        | itemphysicguns                                         | 1.0.3                        | itemphysicguns.mixins.json                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                | 109c8d57603fe4e1a464c3e4a876eb41ea56d5fd | 2761700421     
ItemPhysicLite_FORGE_v1.6.11_mc1.20.1.jar                                 |              | itemphysiclite                        | ItemPhysicLite                                         | 1.6.11                       | itemphysiclite.mixin.refmap.json, itemphysiclite.mixins.json                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              | c89e1b6493dfa8c129f7f36f6cc788ca4351f4c5 | 1054871430     
Jade-1.20.1-Forge-11.13.3.jar                                             |              | jade                                  | Jade                                                   | 11.13.3+forge                | jade.mixins.json                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          | d08e64e66521d69e083c8525f1fc507f1c202384 | 3261507386     
JadeAddons-1.20.1-Forge-5.5.1.jar                                         |              | jadeaddons                            | Jade Addons                                            | 5.5.1+forge                  | jadeaddons.mixins.json                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    | c4339eb3ef0c4728cb511efe60726653a35c7a0d | 1204092001     
Jellies-1.20.1-0.1.6.jar                                                  |              | jellies                               | Jellies                                                | 0.1.6                        | jellies.mixins.json                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                       | c7b726f18b65c1b11eb45245e6fcf83d83ee3c20 | 2519540311     
knightsofterrafirma-3.1.2-gregified.jar                                   |              | knightsofterrafirma                   | Epic Knights of TerraFirma                             | 3.1.2-gregified              | mixins.knightsofterrafirma.refmap.json, mixins.knightsofterrafirma.json                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   | 66d3b1cc73432ad7ecc527daa2982cec189dad96 | 334392640      
konkrete_forge_1.8.0_MC_1.20-1.20.1.jar                                   |              | konkrete                              | Konkrete                                               | 1.8.0                        | konkrete.mixin-refmap.json, konkrete.mixin.json                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           | 2019d821bed9071daabed43979433a5473ceee49 | 3537653842     
kotlinforforge-4.12.0-all.jar                                             |              |                                       |                                                        |                              |                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           | 962fdb760409d6d71cbf079235f1ca94e3863a22 | 2392977662     
    /META-INF/jarjar/kfflang-4.12.0.jar                                   |              |                                       |                                                        |                              |                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           |                                          |                
    /META-INF/jarjar/kfflib-4.12.0.jar                                    |              |                                       |                                                        |                              |                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           |                                          |                
    /META-INF/jarjar/kffmod-4.12.0.jar                                    |              | kotlinforforge                        | Kotlin For Forge                                       | 4.12.0                       |                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           |                                          |                
Krypton Reno-forge-1.20.1-26.1.1-1.20.1.jar                               |              | kreno                                 | Krypton Reno                                           | 26.1.1-1.20.1                | kreno.mixins.json                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         | bfa957bfa1f477f2cba4bd7fdf0e803095f80621 | 93238631       
    /META-INF/jarjar/checker-qual-3.42.0.jar                              |              |                                       |                                                        |                              |                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           |                                          |                
    /META-INF/jarjar/sewlia-config-1.1.1-SNAPSHOT.jar                     |              |                                       |                                                        |                              |                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           |                                          |                
    /META-INF/jarjar/snakeyaml-2.5.jar                                    |              |                                       |                                                        |                              |                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           |                                          |                
    /META-INF/jarjar/velocity-native-3.4.0-SNAPSHOT.jar                   |              |                                       |                                                        |                              |                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           |                                          |                
kubejs-create-forge-2001.3.0-build.8.jar                                  |              | kubejs_create                         | KubeJS Create                                          | 2001.3.0-build.8             |                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           | cbeb6643d1cea979a7e01c87cfb08b9210a1c393 | 1559520977     
kubejs-forge-2001.6.5-build.24.jar                                        |              | kubejs                                | KubeJS                                                 | 2001.6.5-build.24            | kubejs-common.mixins.json, kubejs-forge.mixins.json                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                       | 95594c74234c653fe93554d21a3728c32a1eff5f | 1395152208     
kubejs_tfc-1.20.1-1.3.5.jar                                               |              | kubejs_tfc                            | KubeJS TFC                                             | 1.3.5                        | kubejs_tfc.mixins.json                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    | b6b6d0520bb144c8802385c4e8a7f9103a86c258 | 1584326498     
ldlib-forge-1.20.1-1.0.52.jar                                             |              | ldlib                                 | LowDragLib                                             | 1.0.52                       | ldlib-common.mixins.json, ldlib.mixins.json                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               | 5884470115a2b42345041e5c0dd976a9f1987c1c | 827779506      
letmedespawn-1.20.x-forge-1.5.0.jar                                       |              | letmedespawn                          | Let Me Despawn                                         | 1.5.0                        | letmedespawn.mixins.json                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  | 878dd35df02e1e17b7eb16113147f964eda8847f | 3850440114     
libIPN-forge-1.20-4.0.2.jar                                               |              | libipn                                | libIPN                                                 | 4.0.2                        |                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           | 3e7c7fcdc037a6ae3d9146e718d87fc83f88f6d5 | 3322103168     
lithostitched-forge-1.20.1-1.4.11.jar                                     |              | lithostitched                         | Lithostitched                                          | 1.4.11                       | lithostitched.mixins.json, lithostitched.forge.mixins.json                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                | d1a755de84ee5d8910ff1e65e815473056e93ece | 940772176      
lmft-1.0.4+1.20.1-forge.jar                                               |              | lmft                                  | Load My F***ing Tags                                   | 1.0.4+1.20.1                 | lmft.mixins.json, lmft-common.mixins.json                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 | e44a12eb51813b16faaab89b8073ec63c746c1b0 | 1956694745     
